date;vac_statut;age;nb_PCR;nb_PCR+;HC;HC_PCR+;SC;SC_PCR+;effectif J-7
2021-05-31;Ensemble;[60,79];58536;1230;137;96;53;39;13957936
2021-05-31;Ensemble;"[80;+]";19114;403;72;51;6;2;4132668
2021-06-01;Ensemble;[40,59];53773;2101;132;87;39;29;17386935
2021-06-02;Ensemble;[20,39];68125;2521;60;49;12;8;15805698
2021-06-02;Ensemble;[40,59];55826;1888;103;72;24;20;17386935
2021-06-02;Ensemble;[60,79];40128;751;130;100;38;31;13957936
2021-06-03;Ensemble;[40,59];58726;1779;81;52;28;23;17386935
2021-06-03;Ensemble;"[80;+]";14046;260;58;41;3;2;4132668
2021-06-04;Ensemble;[20,39];83568;2295;46;37;8;5;15805698
2021-06-05;Ensemble;[40,59];36329;981;68;54;25;18;17386935
2021-06-05;Ensemble;"[80;+]";9393;157;41;29;5;3;4132668
2021-06-06;Ensemble;[0,19];4354;155;9;5;2;0;16124004
2021-06-07;Ensemble;[40,59];64833;2047;96;66;26;23;17386935
2021-06-07;Ensemble;[60,79];57290;848;89;61;37;33;13957936
2021-06-08;Ensemble;[20,39];59204;1660;43;39;11;7;15805698
2021-06-09;Ensemble;[0,19];34929;1037;8;4;1;0;16124004
2021-06-09;Ensemble;[20,39];63108;1480;44;33;4;2;15805698
2021-06-09;Ensemble;[60,79];36124;481;76;58;22;16;13957936
2021-06-10;Ensemble;[0,19];39166;969;10;6;1;1;16124004
2021-06-10;Ensemble;[20,39];74017;1367;33;23;4;3;15805698
2021-06-10;Ensemble;[60,79];33354;445;71;43;32;23;13957936
2021-06-11;Ensemble;[40,59];60336;1108;81;58;22;16;17386935
2021-06-11;Ensemble;[60,79];44746;492;76;49;20;15;13957936
2021-06-12;Ensemble;[60,79];29177;236;61;40;26;21;13957936
2021-06-13;Ensemble;[0,19];3537;88;8;5;1;0;16124004
2021-06-14;Ensemble;[0,19];34422;865;3;2;0;0;16124004
2021-06-14;Ensemble;[20,39];65472;1405;42;31;5;4;15805698
2021-06-15;Ensemble;[20,39];53276;1100;24;18;5;4;15805698
2021-06-16;Ensemble;[20,39];61258;959;28;19;7;3;15805698
2021-06-16;Ensemble;[40,59];47710;709;46;36;12;10;17386935
2021-06-17;Ensemble;[60,79];31698;299;54;32;21;15;13957936
2021-06-18;Ensemble;[60,79];46065;361;45;26;14;9;13957936
2021-06-18;Ensemble;"[80;+]";12992;125;26;16;1;1;4132668
2021-06-19;Ensemble;[0,19];16804;309;9;4;1;1;16124004
2021-06-20;Ensemble;[20,39];11654;139;21;15;0;0;15805698
2021-06-20;Ensemble;[60,79];7626;71;28;20;9;5;13957936
2021-06-21;Ensemble;[0,19];31295;556;10;6;0;0;16124004
2021-06-22;Ensemble;[20,39];51066;713;22;19;4;4;15805698
2021-06-22;Ensemble;[60,79];35816;278;40;27;12;4;13957936
2021-06-22;Ensemble;"[80;+]";13551;103;28;18;4;3;4132668
2021-06-23;Ensemble;[0,19];26605;431;6;2;0;0;16124004
2021-06-23;Ensemble;[20,39];56718;783;21;10;3;1;15805698
2021-06-23;Ensemble;[40,59];44291;474;29;21;8;7;17386935
2021-06-24;Ensemble;[60,79];26475;224;37;31;15;9;13957936
2021-06-25;Ensemble;[20,39];73385;815;27;16;5;4;15805698
2021-06-25;Ensemble;"[80;+]";11928;72;15;11;3;2;4132668
2021-06-26;Ensemble;[0,19];20896;251;5;4;1;1;16124004
2021-06-26;Ensemble;[40,59];34935;290;23;14;8;8;17386935
2021-06-26;Ensemble;[60,79];26983;135;25;15;8;7;13957936
2021-06-27;Ensemble;[0,19];5852;77;5;4;1;1;16124004
2021-06-28;Ensemble;[0,19];38327;515;6;3;1;0;16124004
2021-06-28;Ensemble;[20,39];65885;1052;23;19;2;2;15805698
2021-06-28;Ensemble;[40,59];59377;723;35;19;6;4;17386935
2021-06-29;Ensemble;"[80;+]";13206;94;25;12;1;1;4132668
2021-07-02;Ensemble;[40,59];61785;626;27;16;8;5;17386935
2021-07-02;Ensemble;"[80;+]";11728;66;18;14;0;0;4132668
2021-07-04;Ensemble;"[80;+]";4138;24;7;4;2;1;4132668
2021-07-05;Ensemble;[20,39];76686;1906;26;21;4;3;15805698
2021-07-06;Ensemble;[0,19];43676;784;10;5;0;0;16124004
2021-07-06;Ensemble;"[80;+]";13124;72;15;13;2;2;4132668
2021-07-08;Ensemble;[40,59];60833;736;24;20;6;4;17386935
2021-07-08;Ensemble;"[80;+]";9114;64;16;13;0;0;4132668
2021-07-09;Ensemble;[20,39];91897;2199;25;21;4;3;15805698
2021-07-09;Ensemble;[40,59];68449;861;22;17;10;8;17386935
2021-07-09;Ensemble;[60,79];33029;341;34;26;11;8;13957936
2021-07-10;Ensemble;[0,19];38275;586;3;1;1;1;16124004
2021-07-10;Ensemble;[60,79];22483;168;23;16;7;7;13957936
2021-07-11;Ensemble;[0,19];8696;210;1;0;1;1;16124004
2021-07-11;Ensemble;[60,79];6594;69;28;18;8;6;13957936
2021-07-12;Ensemble;[0,19];53136;1581;9;4;0;0;16124004
2021-07-12;Ensemble;[20,39];88480;3513;23;12;8;5;15805698
2021-07-12;Ensemble;"[80;+]";13000;125;16;13;3;1;4132668
2021-07-13;Ensemble;[0,19];48774;1628;12;9;1;1;16124004
2021-07-13;Ensemble;[20,39];84551;3642;38;28;4;3;15805698
2021-07-13;Ensemble;[40,59];64683;1414;38;28;8;7;17386935
2021-07-13;Ensemble;[60,79];35266;411;33;27;14;12;13957936
2021-07-14;Ensemble;[0,19];10699;339;7;3;2;2;16124004
2021-07-14;Ensemble;[20,39];21073;907;19;16;2;2;15805698
2021-07-14;Ensemble;[40,59];14009;305;26;20;9;9;17386935
2021-07-15;Ensemble;[0,19];60254;2307;8;3;0;0;16124004
2021-07-15;Ensemble;[60,79];29529;572;45;32;20;14;13957936
2021-07-15;Ensemble;"[80;+]";11709;121;29;23;4;3;4132668
2021-07-16;Ensemble;"[80;+]";12274;140;29;22;0;0;4132668
2021-07-17;Ensemble;[40,59];41426;1122;36;25;16;13;17386935
2021-07-18;Ensemble;[20,39];16023;1132;33;29;4;4;15805698
2021-07-18;Ensemble;[60,79];6634;150;32;29;17;13;13957936
2021-07-19;Ensemble;[20,39];97799;9333;48;35;4;4;15805698
2021-07-19;Ensemble;"[80;+]";16749;235;32;20;4;4;4132668
2021-07-20;Ensemble;[40,59];62164;2992;58;40;19;15;17386935
2021-07-22;Ensemble;[0,19];56121;4016;16;6;1;0;16124004
2021-07-23;Ensemble;[0,19];66415;4216;11;7;1;1;16124004
2021-07-23;Ensemble;[40,59];93662;3501;80;56;35;28;17386935
2021-07-23;Ensemble;"[80;+]";13330;268;37;24;3;2;4132668
2021-07-24;Ensemble;[40,59];49434;1925;67;52;26;19;17386935
2021-07-24;Ensemble;[60,79];24179;571;59;40;28;22;13957936
2021-07-24;Ensemble;"[80;+]";8256;159;47;31;2;2;4132668
2021-07-25;Ensemble;[20,39];18670;1606;75;56;14;10;15805698
2021-07-25;Ensemble;"[80;+]";4436;70;48;37;7;5;4132668
2021-07-26;Ensemble;[40,59];85518;5873;109;80;36;28;17386935
2021-07-27;Ensemble;[0,19];45998;4956;21;11;2;1;16124004
2021-07-27;Ensemble;[60,79];36528;1530;126;94;33;29;13957936
2021-07-28;Ensemble;[40,59];69895;4564;113;94;28;20;17386935
2021-07-29;Ensemble;"[80;+]";13723;416;72;60;9;4;4132668
2021-07-30;Ensemble;[60,79];35847;1593;129;89;48;41;13957936
2021-07-30;Ensemble;"[80;+]";13831;379;78;54;9;6;4132668
2021-08-01;Ensemble;[40,59];12844;693;128;92;54;42;17386935
2021-08-02;Ensemble;[40,59];86410;7155;169;131;56;47;17386935
2021-08-03;Ensemble;[0,19];44098;5199;29;13;3;1;16124004
2021-08-03;Ensemble;[60,79];35380;2141;185;144;76;58;13957936
2021-08-04;Ensemble;[20,39];96919;9860;110;88;25;22;15805698
2021-08-04;Ensemble;"[80;+]";16140;659;115;84;9;7;4132668
2021-08-05;Ensemble;[20,39];114032;9319;101;74;36;29;15805698
2021-08-05;Ensemble;[60,79];29016;1885;213;151;59;50;13957936
2021-08-06;Ensemble;[60,79];34879;2009;190;144;77;58;13957936
2021-08-06;Ensemble;"[80;+]";14901;578;108;85;12;10;4132668
2021-08-07;Ensemble;[0,19];32635;2498;28;12;5;1;16124004
2021-08-08;Ensemble;[0,19];8257;692;27;8;4;4;16124004
2021-08-08;Ensemble;[60,79];7342;341;127;90;58;44;13957936
2021-08-08;Ensemble;"[80;+]";4243;182;88;58;11;9;4132668
2021-08-09;Ensemble;[20,39];135105;12381;108;83;23;20;15805698
2021-08-09;Ensemble;[40,59];95074;7594;181;136;63;47;17386935
2021-08-11;Ensemble;[20,39];110489;9409;128;98;14;14;15805698
2021-08-12;Ensemble;[40,59];78859;5301;208;146;67;51;17386935
2021-08-12;Ensemble;[60,79];31657;2136;216;145;68;54;13957936
2021-08-14;Ensemble;[0,19];29221;2576;30;11;5;2;16124004
2021-08-14;Ensemble;[40,59];50690;2645;178;120;68;55;17386935
2021-08-14;Ensemble;[60,79];25363;1084;185;122;65;47;13957936
2021-08-15;Ensemble;[40,59];10791;780;162;114;59;42;17386935
2021-08-16;Ensemble;[0,19];44810;6213;28;16;4;2;16124004
2021-08-16;Ensemble;[60,79];49152;2973;266;190;77;56;13957936
2021-08-17;Ensemble;[60,79];37942;2328;262;172;91;70;13957936
2021-08-17;Ensemble;"[80;+]";18786;771;136;99;10;8;4132668
2021-08-18;Ensemble;[40,59];64595;4591;200;141;71;49;17386935
2021-08-18;Ensemble;"[80;+]";16984;700;130;95;8;6;4132668
2021-08-19;Ensemble;[20,39];106988;7099;99;78;16;13;15805698
2021-08-20;Ensemble;[20,39];122826;7143;108;83;31;22;15805698
2021-08-20;Ensemble;[40,59];82129;4514;184;122;65;47;17386935
2021-08-20;Ensemble;[60,79];37010;1981;216;137;71;51;13957936
2021-08-20;Ensemble;"[80;+]";15304;687;110;78;7;7;4132668
2021-08-21;Ensemble;[0,19];23952;2345;24;8;4;1;16124004
2021-08-21;Ensemble;[40,59];43760;2374;156;112;50;36;17386935
2021-08-21;Ensemble;[60,79];24851;1048;197;136;66;52;13957936
2021-08-22;Ensemble;[60,79];6410;279;170;111;61;54;13957936
2021-05-31;Non-vaccinés;[20,39];60130;3481;51;40;8;6;12818657
2021-05-31;Non-vaccinés;"[80;+]";8887;243;50;37;4;1;995078
2021-06-01;Non-vaccinés;[0,19];49889;1944;24;14;1;1;15908718
2021-06-01;Non-vaccinés;"[80;+]";7927;182;37;31;4;4;988422
2021-06-02;Non-vaccinés;[40,59];36344;1545;91;62;22;18;9875408
2021-06-02;Non-vaccinés;"[80;+]";7427;165;50;40;3;2;981515
2021-06-03;Non-vaccinés;[40,59];37647;1437;73;47;23;19;9679293
2021-06-04;Non-vaccinés;[40,59];42922;1440;99;71;28;24;9486073
2021-06-05;Non-vaccinés;[20,39];32431;1082;35;27;7;5;12106552
2021-06-05;Non-vaccinés;[40,59];23375;803;61;47;21;14;9350768
2021-06-07;Non-vaccinés;[40,59];40657;1662;86;58;24;21;9160241
2021-06-07;Non-vaccinés;"[80;+]";8895;163;43;32;11;9;955339
2021-06-09;Non-vaccinés;[0,19];33730;1021;8;4;1;0;15780118
2021-06-09;Non-vaccinés;[20,39];45972;1312;42;32;3;2;11565148
2021-06-11;Non-vaccinés;[40,59];36918;909;73;51;19;13;8458427
2021-06-11;Non-vaccinés;"[80;+]";6049;126;36;28;3;2;925147
2021-06-13;Non-vaccinés;"[80;+]";2050;29;16;15;0;0;921109
2021-06-14;Non-vaccinés;[60,79];26278;390;46;34;14;9;3161578
2021-06-16;Non-vaccinés;[0,19];26797;566;8;6;4;2;15640500
2021-06-16;Non-vaccinés;[20,39];42313;835;28;19;7;3;10478154
2021-06-17;Non-vaccinés;[20,39];49594;850;22;14;6;4;10300009
2021-06-17;Non-vaccinés;[60,79];16467;211;42;25;17;12;3037145
2021-06-17;Non-vaccinés;"[80;+]";5058;75;17;13;5;3;897339
2021-06-18;Non-vaccinés;[60,79];23916;266;35;19;11;7;2997711
2021-06-19;Non-vaccinés;[20,39];28748;426;23;18;1;1;10000070
2021-06-19;Non-vaccinés;[40,59];20274;284;31;25;8;4;7487270
2021-06-20;Non-vaccinés;[0,19];4004;57;7;4;0;0;15563138
2021-06-20;Non-vaccinés;[20,39];8499;122;19;13;0;0;9945409
2021-06-22;Non-vaccinés;[0,19];26242;426;12;7;1;1;15499009
2021-06-22;Non-vaccinés;[20,39];35506;609;21;18;4;4;9710782
2021-06-22;Non-vaccinés;"[80;+]";6093;69;19;12;4;3;879305
2021-06-23;Non-vaccinés;[0,19];24621;420;6;2;0;0;15426030
2021-06-24;Non-vaccinés;[40,59];28895;417;27;17;6;3;7082528
2021-06-25;Non-vaccinés;[20,39];49858;690;26;16;5;4;9357753
2021-06-27;Non-vaccinés;[0,19];5400;75;5;4;1;1;15213817
2021-06-27;Non-vaccinés;[20,39];7925;125;11;8;1;1;9251433
2021-06-27;Non-vaccinés;[40,59];5069;77;25;19;7;7;6902859
2021-06-28;Non-vaccinés;[40,59];34907;554;34;19;6;4;6848322
2021-06-29;Non-vaccinés;[20,39];38355;791;16;12;5;4;9091219
2021-06-29;Non-vaccinés;[40,59];28369;404;22;15;4;4;6783642
2021-06-29;Non-vaccinés;[60,79];17209;189;34;24;9;5;2776293
2021-07-01;Non-vaccinés;[60,79];12852;164;26;20;5;3;2731468
2021-07-01;Non-vaccinés;"[80;+]";4278;30;6;3;1;0;847888
2021-07-03;Non-vaccinés;[60,79];12329;102;24;19;6;5;2698504
2021-07-03;Non-vaccinés;"[80;+]";3575;25;7;4;1;0;842032
2021-07-04;Non-vaccinés;[20,39];8717;236;11;8;2;2;8766413
2021-07-04;Non-vaccinés;[40,59];5972;112;16;12;5;2;6523989
2021-07-04;Non-vaccinés;"[80;+]";1813;15;2;1;2;1;841730
2021-07-05;Non-vaccinés;[0,19];51692;807;3;1;1;0;14871001
2021-07-05;Non-vaccinés;[40,59];39963;739;26;16;8;4;6481945
2021-07-05;Non-vaccinés;[60,79];22125;232;28;18;7;6;2681800
2021-07-06;Non-vaccinés;[40,59];31785;571;22;15;7;6;6431202
2021-07-06;Non-vaccinés;[60,79];16677;165;21;15;9;6;2662445
2021-07-07;Non-vaccinés;[60,79];14550;220;25;15;9;5;2643513
2021-07-07;Non-vaccinés;"[80;+]";5126;47;14;10;0;0;833084
2021-07-08;Non-vaccinés;[40,59];35536;549;20;16;5;3;6315830
2021-07-08;Non-vaccinés;[60,79];12842;162;27;21;8;7;2619431
2021-07-09;Non-vaccinés;[20,39];58776;1705;22;18;3;2;8422039
2021-07-10;Non-vaccinés;[0,19];32506;492;3;1;1;1;14633300
2021-07-10;Non-vaccinés;[40,59];23573;342;23;18;13;11;6206178
2021-07-11;Non-vaccinés;"[80;+]";1782;24;7;3;2;2;823055
2021-07-12;Non-vaccinés;[0,19];45031;1357;8;3;0;0;14578761
2021-07-12;Non-vaccinés;[20,39];56467;2778;23;12;8;5;8292913
2021-07-12;Non-vaccinés;[40,59];39573;1129;28;22;7;7;6144422
2021-07-13;Non-vaccinés;[0,19];41285;1402;11;9;1;1;14537833
2021-07-13;Non-vaccinés;[20,39];54567;2857;33;23;4;3;8223798
2021-07-13;Non-vaccinés;[60,79];17750;267;26;21;10;8;2545049
2021-07-14;Non-vaccinés;[20,39];13459;675;19;16;2;2;8153539
2021-07-14;Non-vaccinés;[40,59];8234;223;23;17;7;7;6027805
2021-07-15;Non-vaccinés;[0,19];49721;1981;7;2;0;0;14437531
2021-07-15;Non-vaccinés;[40,59];42620;1619;31;21;9;8;5959796
2021-07-16;Non-vaccinés;[40,59];40898;1481;43;30;13;9;5887985
2021-07-16;Non-vaccinés;[60,79];17242;391;33;24;11;11;2473701
2021-07-16;Non-vaccinés;"[80;+]";5405;75;20;14;0;0;805111
2021-07-17;Non-vaccinés;"[80;+]";3429;38;24;16;2;2;803339
2021-07-18;Non-vaccinés;[20,39];10323;856;30;26;3;3;7916228
2021-07-18;Non-vaccinés;[60,79];3364;101;24;21;15;11;2459349
2021-07-20;Non-vaccinés;[40,59];37071;2222;53;36;19;15;5694259
2021-07-20;Non-vaccinés;"[80;+]";6447;134;33;19;6;4;796208
2021-07-21;Non-vaccinés;[40,59];39904;2246;54;39;22;19;5647687
2021-07-21;Non-vaccinés;"[80;+]";5922;137;29;20;7;5;795286
2021-07-22;Non-vaccinés;[20,39];83081;7760;54;35;10;9;7524683
2021-07-24;Non-vaccinés;[40,59];28986;1441;58;45;25;18;5366124
2021-07-25;Non-vaccinés;[60,79];3716;175;73;55;24;20;2313801
2021-07-26;Non-vaccinés;[0,19];45490;5325;14;8;0;0;13944649
2021-07-26;Non-vaccinés;[40,59];50708;4443;94;69;27;21;5261332
2021-07-26;Non-vaccinés;"[80;+]";8108;257;49;32;2;1;779052
2021-07-27;Non-vaccinés;[20,39];66843;8598;80;56;14;11;6932805
2021-07-27;Non-vaccinés;"[80;+]";7150;214;57;37;3;3;774213
2021-07-28;Non-vaccinés;[0,19];37145;3986;20;9;4;2;13794469
2021-07-30;Non-vaccinés;[0,19];57260;4148;17;6;3;3;13636327
2021-07-31;Non-vaccinés;[0,19];31569;2160;17;8;2;1;13582448
2021-07-31;Non-vaccinés;[20,39];46253;3598;94;77;11;8;6272850
2021-07-31;Non-vaccinés;"[80;+]";3439;122;46;29;7;5;755544
2021-08-01;Non-vaccinés;[0,19];7540;566;24;8;2;1;13556747
2021-08-01;Non-vaccinés;[40,59];7094;503;116;80;47;36;4681948
2021-08-02;Non-vaccinés;[0,19];45350;5799;30;18;0;0;13487359
2021-08-02;Non-vaccinés;"[80;+]";7987;366;73;56;10;8;751299
2021-08-03;Non-vaccinés;[60,79];17592;1367;138;103;55;39;2055313
2021-08-04;Non-vaccinés;"[80;+]";7096;337;84;55;6;5;739815
2021-08-05;Non-vaccinés;[0,19];37827;4130;25;13;4;3;13209529
2021-08-05;Non-vaccinés;[20,39];67979;7089;91;64;34;27;5488351
2021-08-06;Non-vaccinés;[20,39];82217;7006;83;59;24;17;5304997
2021-08-06;Non-vaccinés;[40,59];52257;3897;132;90;59;44;4061147
2021-08-06;Non-vaccinés;[60,79];17881;1243;142;102;70;51;1935655
2021-08-07;Non-vaccinés;[20,39];43739;3533;86;61;19;11;5187655
2021-08-07;Non-vaccinés;[40,59];28852;1924;129;95;59;45;3979572
2021-08-08;Non-vaccinés;[0,19];6311;604;25;6;4;4;13031279
2021-08-09;Non-vaccinés;[0,19];40264;6044;23;10;1;1;12954255
2021-08-10;Non-vaccinés;"[80;+]";8159;451;86;61;6;3;713451
2021-08-11;Non-vaccinés;[0,19];29201;4215;35;13;2;1;12774288
2021-08-12;Non-vaccinés;[40,59];46132;3796;176;120;59;44;3552383
2021-08-13;Non-vaccinés;"[80;+]";7177;379;86;60;6;6;695928
2021-08-14;Non-vaccinés;[20,39];43948;3308;91;67;24;20;4381190
2021-08-14;Non-vaccinés;[40,59];29031;1865;148;98;63;50;3388876
2021-08-16;Non-vaccinés;[20,39];73915;8642;92;67;24;20;4254879
2021-08-16;Non-vaccinés;[40,59];51090;4934;173;106;64;45;3301501
2021-08-16;Non-vaccinés;"[80;+]";9152;501;85;58;11;6;689467
2021-08-17;Non-vaccinés;[0,19];26242;4321;25;8;1;0;12425764
2021-08-17;Non-vaccinés;[60,79];19616;1409;199;121;69;53;1680191
2021-08-19;Non-vaccinés;[0,19];26998;3653;28;15;3;1;12309343
2021-08-19;Non-vaccinés;[20,39];62752;5282;90;70;13;10;3939458
2021-08-19;Non-vaccinés;"[80;+]";6727;308;88;52;7;6;673928
2021-08-20;Non-vaccinés;[40,59];47441;3151;162;105;57;41;2994996
2021-08-20;Non-vaccinés;[60,79];19194;1256;173;99;60;42;1602673
2021-08-21;Non-vaccinés;[40,59];24422;1597;138;97;35;22;2955110
2021-08-21;Non-vaccinés;"[80;+]";3948;172;71;41;3;1;667198
2021-08-22;Non-vaccinés;[20,39];8797;820;86;60;17;12;3774780
2021-08-22;Non-vaccinés;[60,79];3116;196;138;87;49;42;1590469
2021-05-31;Primo dose efficace;[20,39];4729;79;0;0;0;0;705966
2021-06-01;Primo dose efficace;"[80;+]";1550;27;7;6;0;0;491065
2021-06-02;Primo dose efficace;[0,19];317;3;1;1;0;0;35895
2021-06-02;Primo dose efficace;[20,39];5537;59;0;0;0;0;793360
2021-06-02;Primo dose efficace;[60,79];7893;69;10;7;3;2;4515557
2021-06-03;Primo dose efficace;"[80;+]";1315;20;6;5;0;0;490331
2021-06-04;Primo dose efficace;[0,19];560;9;0;0;0;0;48931
2021-06-04;Primo dose efficace;[40,59];11560;104;1;1;2;1;3030616
2021-06-05;Primo dose efficace;[0,19];289;3;1;1;0;0;58270
2021-06-05;Primo dose efficace;[20,39];3579;32;1;1;0;0;1036505
2021-06-06;Primo dose efficace;[0,19];74;2;0;0;0;0;68779
2021-06-07;Primo dose efficace;[20,39];6944;73;3;2;0;0;1189179
2021-06-07;Primo dose efficace;[40,59];11632;134;2;2;2;2;3496487
2021-06-07;Primo dose efficace;[60,79];11043;94;5;4;2;2;4540309
2021-06-08;Primo dose efficace;[20,39];6178;38;2;2;0;0;1264681
2021-06-09;Primo dose efficace;[20,39];7475;44;0;0;0;0;1366698
2021-06-09;Primo dose efficace;[40,59];9523;72;1;1;1;1;3770730
2021-06-09;Primo dose efficace;[60,79];6630;45;3;3;2;1;4457990
2021-06-09;Primo dose efficace;"[80;+]";1187;13;4;3;1;1;479825
2021-06-10;Primo dose efficace;[20,39];9906;39;0;0;0;0;1470382
2021-06-10;Primo dose efficace;[40,59];10913;76;2;2;2;1;3925450
2021-06-10;Primo dose efficace;"[80;+]";1008;13;1;1;0;0;472856
2021-06-11;Primo dose efficace;[0,19];695;5;0;0;0;0;116037
2021-06-11;Primo dose efficace;[20,39];9674;40;0;0;0;0;1587173
2021-06-12;Primo dose efficace;[0,19];349;3;0;0;0;0;129573
2021-06-13;Primo dose efficace;"[80;+]";386;4;2;2;0;0;468410
2021-06-14;Primo dose efficace;[20,39];8318;40;1;1;0;0;1867415
2021-06-14;Primo dose efficace;[40,59];11487;78;2;1;2;2;4414074
2021-06-15;Primo dose efficace;[60,79];6098;34;2;2;1;1;4068748
2021-06-16;Primo dose efficace;[20,39];9392;39;0;0;0;0;2043622
2021-06-16;Primo dose efficace;"[80;+]";1098;12;3;2;0;0;439039
2021-06-17;Primo dose efficace;[0,19];854;4;0;0;0;0;187428
2021-06-17;Primo dose efficace;[40,59];11106;45;2;2;2;2;4666660
2021-06-17;Primo dose efficace;[60,79];4729;31;4;1;3;3;3876681
2021-06-18;Primo dose efficace;[60,79];6653;30;1;0;1;1;3748691
2021-06-19;Primo dose efficace;[20,39];6100;31;1;1;0;0;2396655
2021-06-19;Primo dose efficace;[60,79];3965;16;2;2;0;0;3680945
2021-06-20;Primo dose efficace;[20,39];1642;8;0;0;0;0;2497332
2021-06-20;Primo dose efficace;[40,59];1397;8;1;0;0;0;4977136
2021-06-20;Primo dose efficace;"[80;+]";327;4;0;0;0;0;419347
2021-06-21;Primo dose efficace;[40,59];11314;60;2;2;0;0;4946651
2021-06-21;Primo dose efficace;[60,79];6808;28;6;5;0;0;3526786
2021-06-21;Primo dose efficace;"[80;+]";1308;11;2;1;0;0;407488
2021-06-22;Primo dose efficace;[0,19];695;6;0;0;0;0;248638
2021-06-22;Primo dose efficace;[40,59];8386;45;3;2;0;0;5002436
2021-06-23;Primo dose efficace;[40,59];8822;43;3;2;0;0;5070262
2021-06-24;Primo dose efficace;[20,39];12843;47;0;0;0;0;2888062
2021-06-24;Primo dose efficace;[40,59];10251;38;1;1;0;0;5140279
2021-06-24;Primo dose efficace;"[80;+]";715;7;0;0;0;0;377440
2021-06-25;Primo dose efficace;[20,39];12937;58;1;0;0;0;3027230
2021-06-25;Primo dose efficace;[40,59];11462;44;0;0;1;1;5187705
2021-06-26;Primo dose efficace;[20,39];6697;36;0;0;0;0;3170766
2021-06-26;Primo dose efficace;[40,59];6925;29;0;0;0;0;5265573
2021-06-26;Primo dose efficace;"[80;+]";627;7;0;0;0;0;364118
2021-06-27;Primo dose efficace;[0,19];172;0;0;0;0;0;338695
2021-06-27;Primo dose efficace;"[80;+]";340;3;3;2;1;1;364519
2021-06-28;Primo dose efficace;[0,19];1238;12;0;0;0;0;345337
2021-06-28;Primo dose efficace;[40,59];11150;61;1;0;0;0;5257558
2021-06-28;Primo dose efficace;[60,79];5056;26;1;1;1;0;2796651
2021-06-29;Primo dose efficace;[20,39];9816;75;0;0;0;0;3384290
2021-06-29;Primo dose efficace;[40,59];8492;44;2;2;0;0;5234623
2021-06-30;Primo dose efficace;"[80;+]";820;8;3;3;0;0;329206
2021-07-02;Primo dose efficace;[40,59];11176;62;0;0;0;0;5152487
2021-07-02;Primo dose efficace;"[80;+]";691;6;0;0;0;0;306441
2021-07-03;Primo dose efficace;[20,39];7631;73;0;0;0;0;3762662
2021-07-03;Primo dose efficace;[60,79];2239;12;1;1;0;0;2230004
2021-07-03;Primo dose efficace;"[80;+]";528;2;0;0;0;0;304846
2021-07-04;Primo dose efficace;[60,79];579;5;0;0;0;0;2229564
2021-07-04;Primo dose efficace;"[80;+]";307;3;2;2;0;0;305550
2021-07-06;Primo dose efficace;[0,19];2434;37;0;0;0;0;457959
2021-07-06;Primo dose efficace;[20,39];10486;154;0;0;0;0;3819088
2021-07-06;Primo dose efficace;[40,59];8335;75;1;0;1;1;4888390
2021-07-06;Primo dose efficace;[60,79];2799;16;0;0;0;0;1997334
2021-07-06;Primo dose efficace;"[80;+]";811;7;1;1;0;0;283697
2021-07-08;Primo dose efficace;[40,59];9279;73;1;1;1;1;4656308
2021-07-10;Primo dose efficace;[0,19];2812;36;0;0;0;0;641125
2021-07-10;Primo dose efficace;[20,39];7439;113;1;1;0;0;3808077
2021-07-10;Primo dose efficace;[40,59];5543;54;1;0;0;0;4388759
2021-07-11;Primo dose efficace;[0,19];589;15;0;0;0;0;695031
2021-07-11;Primo dose efficace;[20,39];1941;42;0;0;0;0;3822608
2021-07-11;Primo dose efficace;[40,59];1132;20;1;1;0;0;4365044
2021-07-11;Primo dose efficace;[60,79];452;2;1;1;0;0;1681330
2021-07-14;Primo dose efficace;[20,39];2580;111;0;0;0;0;3575257
2021-07-15;Primo dose efficace;[60,79];1815;27;1;1;0;0;1335784
2021-07-16;Primo dose efficace;[20,39];13502;438;2;2;0;0;3431092
2021-07-16;Primo dose efficace;[60,79];1803;27;2;1;0;0;1244860
2021-07-17;Primo dose efficace;[0,19];2910;115;0;0;0;0;851105
2021-07-17;Primo dose efficace;"[80;+]";382;8;1;1;0;0;212806
2021-07-18;Primo dose efficace;[0,19];620;27;1;1;0;0;879580
2021-07-18;Primo dose efficace;[20,39];1598;111;0;0;0;0;3361877
2021-07-18;Primo dose efficace;[40,59];862;35;0;0;0;0;3341804
2021-07-18;Primo dose efficace;[60,79];341;8;1;1;0;0;1207707
2021-07-19;Primo dose efficace;[60,79];2118;29;3;3;2;2;1140310
2021-07-20;Primo dose efficace;[60,79];1695;35;2;2;0;0;1060046
2021-07-21;Primo dose efficace;[0,19];3980;214;1;0;0;0;903318
2021-07-21;Primo dose efficace;[20,39];11704;796;2;1;1;1;3043064
2021-07-21;Primo dose efficace;[40,59];5794;187;3;3;0;0;2855916
2021-07-23;Primo dose efficace;[20,39];16988;729;2;2;0;0;2849659
2021-07-23;Primo dose efficace;[40,59];8946;213;3;1;2;1;2562607
2021-07-23;Primo dose efficace;[60,79];1797;35;4;4;1;1;875186
2021-07-24;Primo dose efficace;[20,39];7226;330;0;0;0;0;2785220
